Diagnostics/NewCompletedTrajs,Diagnostics/StepsInTrajWindow,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,Length/Average,Length/Std,Length/Median,Length/Min,Length/Max,Return/Average,Return/Std,Return/Median,Return/Min,Return/Max,NonzeroRewards/Average,NonzeroRewards/Std,NonzeroRewards/Median,NonzeroRewards/Min,NonzeroRewards/Max,DiscountedReturn/Average,DiscountedReturn/Std,DiscountedReturn/Median,DiscountedReturn/Min,DiscountedReturn/Max,loss/Average,loss/Std,loss/Median,loss/Min,loss/Max,grad_norm_model/Average,grad_norm_model/Std,grad_norm_model/Median,grad_norm_model/Min,grad_norm_model/Max,grad_norm_actor/Average,grad_norm_actor/Std,grad_norm_actor/Median,grad_norm_actor/Min,grad_norm_actor/Max,grad_norm_value/Average,grad_norm_value/Std,grad_norm_value/Median,grad_norm_value/Min,grad_norm_value/Max,model_loss/Average,model_loss/Std,model_loss/Median,model_loss/Min,model_loss/Max,actor_loss/Average,actor_loss/Std,actor_loss/Median,actor_loss/Min,actor_loss/Max,value_loss/Average,value_loss/Std,value_loss/Median,value_loss/Min,value_loss/Max,prior_entropy/Average,prior_entropy/Std,prior_entropy/Median,prior_entropy/Min,prior_entropy/Max,post_entropy/Average,post_entropy/Std,post_entropy/Median,post_entropy/Min,post_entropy/Max,divergence/Average,divergence/Std,divergence/Median,divergence/Min,divergence/Max,reward_loss/Average,reward_loss/Std,reward_loss/Median,reward_loss/Min,reward_loss/Max,image_loss/Average,image_loss/Std,image_loss/Median,image_loss/Min,image_loss/Max,pcont_loss/Average,pcont_loss/Std,pcont_loss/Median,pcont_loss/Min,pcont_loss/Max
2,11000,10999,550.5392608642578,11000,22,0,11.19744138054392,0.0,0.0,0.0,500.0,0.0,500.0,500,500,17.283590922015996,9.540628043725604,16.15446727813981,6.631345170547128,41.91843988199879,221.27272727272728,73.69913149740012,217.0,117,369,2.87107393273868,2.223999873944799,2.5737795691579617,0.4021572234444941,10.60691938063646,11305.829345703125,2.861675148188383,11305.8154296875,11299.712890625,11314.095703125,27.59741918563843,15.04988309108949,23.18794345855713,10.532285690307617,77.9674072265625,1.9365339437127114,2.0479128729637153,1.2796035408973694,0.27956363558769226,7.73412561416626,4.205006773620844,4.4948256792879375,2.506996273994446,0.21022607386112213,15.265304565429688,11308.930380859376,0.8383629102084037,11308.978515625,11307.087890625,11311.3564453125,-4.632671180963516,2.180289179551899,-4.2935357093811035,-8.958791732788086,0.8104552626609802,1.5315927922725678,0.9235135031314925,1.1914345622062683,0.9132824540138245,4.791317939758301,30.51801727294922,3.047193989347726,31.668099403381348,22.31232452392578,33.72507095336914,25.81229461669922,2.515446358098017,26.185484886169434,20.78236198425293,30.05919647216797,3.0119628930091857,0.09273355989127488,3.0,3.0,3.9139516353607178,0.9205399292707444,0.00045421359812732856,0.9204719364643097,0.919798731803894,0.9223469495773315,11304.997890625,0.8486705674318782,11305.05810546875,11303.16796875,11307.435546875,0.0,0.0,0.0,0.0,0.0
2,12000,11999,639.6971144676208,12000,24,0,11.216061845193186,0.0,0.0,0.0,500.0,0.0,500.0,500,500,21.09588237505609,16.19886254228622,17.026756783797737,6.631345170547128,78.16871120968712,234.20833333333334,83.75906874614964,227.0,117,425,3.9758206868073205,4.335372833754225,2.7574974115272455,0.4021572234444941,19.29602012940513,11306.911826171876,2.6159560283988577,11306.1728515625,11303.205078125,11313.923828125,34.13398057937622,20.959859157362363,30.09884738922119,7.892542839050293,130.1580810546875,1.2807867327332496,1.4206956405971551,0.5938737392425537,0.48276352882385254,5.691530704498291,2.3776089686155317,2.1765370579912013,1.5780808329582214,0.7042454481124878,10.855488777160645,11307.63978515625,1.0481691567497582,11307.5078125,11305.7880859375,11311.130859375,-2.091155124530196,1.2793038779021988,-2.260984420776367,-3.8288254737854004,1.366762638092041,1.3631944680213928,0.6899801936212162,1.0539664030075073,1.00826096534729,4.150832176208496,30.389273109436036,2.0567009578448894,31.207035064697266,25.276447296142578,32.779388427734375,26.453242740631104,1.9910572780559048,27.117626190185547,21.847097396850586,29.31495475769043,3.000506036281586,0.0050349974289791285,3.0,3.0,3.0506036281585693,0.9205213344097137,0.000463365138097932,0.9204105734825134,0.9198288917541504,0.9223724603652954,11303.71880859375,1.0483698936075148,11303.587890625,11301.8681640625,11307.2099609375,0.0,0.0,0.0,0.0,0.0
2,13000,12999,728.9263558387756,13000,26,0,11.20708844582053,0.0,0.0,0.0,500.0,0.0,500.0,500,500,24.837524552873365,20.565301321037307,17.76216634410256,6.631345170547128,82.59378630687117,246.46153846153845,92.1392052065497,237.0,117,446,4.696395069091425,4.86310432772649,2.8441607193062133,0.4021572234444941,19.29602012940513,11300.7880859375,3.5980114610499,11301.32470703125,11293.94140625,11307.0947265625,42.22427983283997,26.832574194664296,36.034616470336914,10.404203414916992,134.69107055664062,1.2768202495574952,0.5259726589326491,1.2389308214187622,0.5148284435272217,2.8734378814697266,4.319545662403106,1.6392351992390986,4.173407554626465,1.6076247692108154,9.94351863861084,11308.1821484375,1.0156220278652424,11308.17041015625,11305.974609375,11310.685546875,-8.907794082164765,3.856543682482869,-7.951173782348633,-16.001840591430664,-3.8935983180999756,1.5136899054050446,0.39478115101346584,1.3992416262626648,1.036089301109314,2.8461196422576904,25.584763870239257,0.9816760634742218,25.693774223327637,21.11275863647461,27.92940330505371,23.048694095611573,2.8790916996647704,23.207810401916504,17.771013259887695,27.543109893798828,3.0133285546302795,0.10898395415406714,3.0,3.0,4.08261775970459,0.920899550318718,0.0005970817200523366,0.9207626283168793,0.9198645949363708,0.9228755831718445,11304.247890625,1.0133097739576218,11304.20751953125,11302.0537109375,11306.60546875,0.0,0.0,0.0,0.0,0.0
2,14000,13999,818.5425732135773,14000,28,0,11.158694590039469,0.0,0.0,0.0,500.0,0.0,500.0,500,500,23.78726141010681,20.188663129724503,17.026756783797737,6.631345170547128,82.59378630687117,248.60714285714286,89.15289406636312,245.0,117,446,4.7003557320371945,4.703778808086627,2.9012461562897345,0.4021572234444941,19.29602012940513,11298.267353515625,2.5524237982297335,11298.56787109375,11291.8193359375,11302.3876953125,26.851491289138792,15.22590980750523,22.58955669403076,8.539381980895996,98.84868621826172,2.4090549468994142,1.0364037147923533,2.2637442350387573,0.628368616104126,5.57295560836792,9.708566722869874,7.057925857934336,7.15803861618042,1.5426676273345947,30.940279006958008,11308.21451171875,1.2491097539381488,11308.07958984375,11305.7626953125,11311.7802734375,-11.880145845413209,2.5681598996870654,-12.39189624786377,-15.77379322052002,-7.627951145172119,1.933071994781494,0.4756207509307526,1.7540655136108398,1.163078784942627,3.0993340015411377,30.886008930206298,0.6327790247375341,31.090989112854004,28.77360725402832,32.064697265625,26.858005924224855,1.3828159433296356,27.3675537109375,22.94506072998047,28.716646194458008,3.0115917205810545,0.06662611646819659,3.0,3.0,3.436583995819092,0.9213996237516403,0.0007273933878919835,0.9213230013847351,0.9200069904327393,0.9238454699516296,11304.281494140625,1.2404226709839221,11304.158203125,11301.841796875,11307.857421875,0.0,0.0,0.0,0.0,0.0
2,15000,14999,907.8890399932861,15000,30,0,11.192384389027751,0.0,0.0,0.0,500.0,0.0,500.0,500,500,22.632797898642117,19.97745691466145,16.15446727813981,5.801693537414571,82.59378630687117,250.66666666666666,86.52488402509162,250.0,117,446,4.524496972690205,4.591717087378279,2.8441607193062133,0.4021572234444941,19.29602012940513,11304.339794921874,2.0823940460572437,11304.17041015625,11300.005859375,11308.5595703125,23.70554437637329,10.236202514765273,22.405250549316406,9.795371055603027,60.092647552490234,2.14433319658041,4.383222677943045,1.1139363646507263,0.3468063771724701,31.22698974609375,7.187253659963607,5.874275120117579,4.2624664306640625,1.7546426057815552,23.045989990234375,11307.10099609375,1.0724742242521172,11307.02783203125,11304.91015625,11311.705078125,-4.459190909862518,1.2995703807845758,-4.271902561187744,-7.400782585144043,-2.2346537113189697,1.6979710805416106,0.7325347297153894,1.3132116794586182,1.1030352115631104,3.597195863723755,29.34643085479736,0.9864001494569596,29.05502414703369,27.970523834228516,31.686574935913086,24.91453821182251,1.441900364475098,25.139575958251953,21.774974822998047,27.34124755859375,3.000162696838379,0.0016188131024397784,3.0,3.0,3.0162696838378906,0.9211807614564895,0.0005916466842536336,0.9211215972900391,0.9200792908668518,0.9234791398048401,11303.17962890625,1.0719205513664585,11303.1064453125,11300.9892578125,11307.78125,0.0,0.0,0.0,0.0,0.0
2,16000,15999,997.4658222198486,16000,32,0,11.163607077007358,0.0,0.0,0.0,500.0,0.0,500.0,500,500,25.134957013984376,21.767031952070887,17.026756783797737,5.801693537414571,82.59378630687117,261.34375,93.45139424287633,250.5,117,446,4.810978851398872,4.591063238394585,2.9012461562897345,0.4021572234444941,19.29602012940513,11302.834033203126,2.209427644892861,11302.5087890625,11298.7724609375,11308.6181640625,51.091290130615235,30.292129482539107,46.597164154052734,9.770275115966797,136.07666015625,0.7130179423093795,0.5973572210866854,0.3439357876777649,0.15374217927455902,2.2492594718933105,5.071887969970703,3.326463957915167,4.207138776779175,1.0750503540039062,15.221043586730957,11306.25662109375,1.085313458671553,11306.16357421875,11303.720703125,11308.97265625,-4.920000134706497,1.811763309798168,-4.931931972503662,-7.239428520202637,-1.0448623895645142,1.4974631726741792,0.668094706294734,1.1652551889419556,0.99555504322052,3.7865538597106934,29.41265531539917,2.6677537813217405,29.18866729736328,22.48061180114746,33.86674118041992,24.654108123779295,3.352250765491814,25.52891254425049,17.963579177856445,29.615711212158203,3.009325428009033,0.048328775655190684,3.0,3.0,3.3677637577056885,0.9208858549594879,0.0006233193604078124,0.9208365678787231,0.9197444915771484,0.9225323796272278,11302.3264453125,1.0822141644384358,11302.2265625,11299.80078125,11305.0517578125,0.0,0.0,0.0,0.0,0.0
2,17000,16999,1087.1146943569183,17000,34,0,11.154630015545964,0.0,0.0,0.0,500.0,0.0,500.0,500,500,28.67250428143326,26.478954178351817,17.76216634410256,5.801693537414571,115.84388211663554,269.44117647058823,96.47955930310731,259.5,117,446,5.798577522030685,6.3967346127788325,3.0183221926458224,0.4021572234444941,31.247349520282672,11300.219638671875,3.1230507259609968,11300.705078125,11293.251953125,11306.3271484375,19.944245176315306,7.6944242192464145,18.684062004089355,9.257794380187988,43.30755615234375,1.218831044435501,0.4789820654173648,1.0845903754234314,0.5770007967948914,2.5872228145599365,6.9139079260826115,2.60713281505041,7.2536561489105225,1.120384693145752,11.572656631469727,11306.4101953125,1.0496018964744507,11306.3837890625,11303.892578125,11308.78125,-7.540750877857208,2.9255895389452022,-6.902137041091919,-13.756969451904297,-3.5358099937438965,1.3501763200759889,0.2141901161850615,1.31272953748703,1.065710425376892,1.9033852815628052,31.220850162506103,0.4255162026384572,31.284761428833008,29.359298706054688,32.04852294921875,26.124283084869386,1.5959139794218347,26.147869110107422,23.086063385009766,28.80480194091797,3.0004648208618163,0.0046249091801239635,3.0,3.0,3.0464820861816406,0.9209900468587875,0.0005048774704436597,0.9209432303905487,0.9198917746543884,0.9226612448692322,11302.48873046875,1.0487589942810156,11302.462890625,11299.97265625,11304.8583984375,0.0,0.0,0.0,0.0,0.0
2,18000,17999,1176.5111458301544,18000,36,0,11.186126334101578,0.0,0.0,0.0,500.0,0.0,500.0,500,500,29.24031870083881,25.869152542278112,18.176879599646778,5.801693537414571,115.84388211663554,270.8888888888889,94.22572713606931,266.5,117,446,5.836901731711722,6.2202369093234955,3.1792439515381035,0.4021572234444941,31.247349520282672,11290.803955078125,3.093604915954609,11290.46240234375,11284.63671875,11300.228515625,18.070910053253172,8.602265305865275,14.982123851776123,8.125126838684082,50.949462890625,2.0603671044111254,1.023482219825335,1.7612937688827515,0.9893527626991272,6.920991897583008,8.550572023391723,3.019364110265566,8.8711576461792,2.5991854667663574,14.532705307006836,11306.840029296874,1.3609028664527838,11306.7626953125,11303.8759765625,11311.10546875,-18.02724168777466,2.9539684545405165,-18.506820678710938,-22.018753051757812,-11.497769355773926,1.9911443567276002,0.3244148730829662,2.053050398826599,1.4124131202697754,2.6464297771453857,29.148891544342042,0.8342444627442326,29.06746768951416,27.86997413635254,32.74885940551758,25.794483680725097,1.0950094224211229,25.983476638793945,23.49150276184082,28.68832015991211,3.007949421405792,0.0516830396645191,3.0,3.0,3.3963100910186768,0.9216481655836105,0.0009573928501349021,0.9215400815010071,0.9202020168304443,0.9260556697845459,11302.910400390625,1.3748204296070845,11302.84130859375,11299.7138671875,11307.1796875,0.0,0.0,0.0,0.0,0.0
2,19000,18999,1265.3455033302307,19000,38,0,11.256905865494003,0.0,0.0,0.0,500.0,0.0,500.0,500,500,30.493882757243384,25.88569362487224,19.438431691981123,5.801693537414571,115.84388211663554,274.92105263157896,93.29787654235768,268.0,117,446,6.338921411913094,6.612859703676867,3.2780890986026217,0.4021572234444941,31.247349520282672,11296.929228515624,1.8243924237654552,11297.31787109375,11292.12109375,11300.4814453125,18.008533906936645,6.8269395533257935,16.827061653137207,8.282299041748047,44.80201721191406,1.4016223901510239,0.9977706075722182,1.20845365524292,0.7559462785720825,6.746428489685059,4.984828704595566,2.5819384173600883,4.590428590774536,1.1054435968399048,12.542228698730469,11307.009052734375,1.2578292701882685,11307.0673828125,11303.947265625,11309.7529296875,-11.334498977661132,1.5250497384604513,-10.691091537475586,-15.486970901489258,-9.795492172241211,1.254659779071808,0.1204211680921929,1.1994012594223022,1.1433523893356323,1.6659021377563477,29.96199890136719,0.9208451219482122,29.907068252563477,28.057222366333008,32.63288879394531,26.807163677215577,0.8462234412268829,26.759706497192383,25.017183303833008,29.12959861755371,3.007309079170227,0.043480119375896506,3.0,3.0,3.3468072414398193,0.9220284831523895,0.0010247057646767311,0.9217319190502167,0.9203469753265381,0.9251538515090942,11303.079716796876,1.2636676838871646,11303.1455078125,11300.0263671875,11305.828125,0.0,0.0,0.0,0.0,0.0
2,20000,19999,1354.4825739860535,20000,40,0,11.218676950482402,0.0,0.0,0.0,500.0,0.0,500.0,500,500,30.234837296913838,25.350605972281986,19.438431691981123,5.801693537414571,115.84388211663554,275.4,93.03999140154731,268.0,117,446,6.34746029033437,6.452517531458131,3.427448946118427,0.4021572234444941,31.247349520282672,11287.865419921874,3.371621294901152,11287.64013671875,11281.8798828125,11297.904296875,26.455253267288207,14.629794097708508,20.6566162109375,8.479998588562012,59.35346221923828,2.575724564790726,0.6906536896970564,2.463567018508911,1.4238553047180176,5.103428840637207,9.769413129091262,4.211359361971769,8.89531135559082,1.8676012754440308,21.129919052124023,11307.4489453125,1.4448066318051374,11307.2958984375,11304.3720703125,11312.5244140625,-21.587919006347658,3.1768800745289334,-22.151135444641113,-26.437498092651367,-15.736763954162598,2.004418902397156,0.3726691639815581,1.9989333152770996,1.4625988006591797,2.978018045425415,30.615245990753174,1.6083064975788477,30.82025718688965,26.346141815185547,33.60604476928711,29.0494002532959,2.5409560211586837,29.15735626220703,20.171619415283203,33.27996826171875,3.018015813827515,0.11391072090551689,3.0,3.0,3.879077196121216,0.9218946921825409,0.0010344129394676347,0.9216471612453461,0.9202882051467896,0.9247859716415405,11303.509033203125,1.4448812197998462,11303.36767578125,11300.4521484375,11308.6015625,0.0,0.0,0.0,0.0,0.0
